age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
48.0,Private,17.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,60.0,United-States,1.0
34.0,Private,276076.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
46.0,Private,121031.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,159755.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United,1.0
45.0,Private,288088.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-,1.0
41.0,Private,240426.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
40.0,Private,99682.0,Masters,14.0,Married-civ-spouse,Exec-manager,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Self,145311.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
54.0,Private,241511.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
28.0,State-gov,132541.0,Bachelors,13.0,Married,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
33.0,Private,186940.0,Some-college,10.0,Married-c,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
43.0,Private,149320.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
38.0,Self-emp-inc,146906.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,182746.0,Bachelors,13.0,Married-c,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,88534.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
62.0,Private,20.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
45.0,Federal-gov,347848.0,Some-college,10.0,Married-,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,9.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
60.0,Private,314726.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,238942.0,Prof-school,15.0,Married-,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,129912.0,Bachelors,13.0,Married-civ,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
47.0,Private,105837.0,Bachelors,13.0,Married-civ-,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
51.0,Private,109926.0,Assoc-voc,11.0,Married-c,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,134612.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
34.0,Private,262586.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
29.0,Private,243891.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Private,609791.0,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50.0,United,1.0
45.0,Private,204562.0,Masters,14.0,Never-married,Prof-specialty,Unmarried,White,Male,0.0,0.0,36.0,United-States,1.0
45.0,Private,143937.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
43.0,Private,119856.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,125933.0,Assoc,11.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,230059.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
48.0,Self-emp-not-inc,183495.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,United-States,1.0
29.0,Private,178814.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
56.0,Private,47817.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,85924.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39.0,Self-emp-not-inc,48842.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
34.0,Private,263433.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,45.0,United-States,1.0
47.0,Private,242302.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
53.0,Private,154933.0,Masters,14.0,Married-civ-spouse,Exec-,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
52.0,Private,220776.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
52.0,Private,204401.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,1326.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,186904.0,Some-college,10.0,Married-civ-sp,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,140972.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,160581.0,Masters,14.0,Married-civ-spouse,Exec-,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
32.0,Self-emp-not-inc,170715.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
49.0,Self-emp-inc,282751.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,78315.0,Masters,14.0,Married-civ-,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,131474.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-,1.0
34.0,Private,77328.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,171476.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
37.0,Private,170963.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,81853.0,Some-college,10.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
37.0,Private,162044.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
43.0,Private,1598.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
25.0,Private,147847.0,Some-college,10.0,Divorced,Exec,Not-in-family,White,Male,0.0,0.0,45.0,United-States,1.0
51.0,Local-gov,121124.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,56.0,United-States,1.0
33.0,Federal-gov,199149.0,Bachelors,13.0,Divorced,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,131822.0,Some-college,10.0,Married-,Adm-clerical,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,176887.0,Masters,14.0,Married-civ-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Self-emp-not-inc,178675.0,Prof-school,15.0,Divorced,Prof-specialty,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,156888.0,HS,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
42.0,Private,434.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,1.0
45.0,Private,109862.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
62.0,Private,329948.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,263729.0,Masters,14.0,Married-civ-,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
53.0,Private,176836.0,Masters,14.0,Married-civ,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
52.0,Private,261872.0,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,170788.0,HS-grad,9.0,Separated,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
45.0,Private,1528.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
52.0,Private,237317.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,1977.0,40.0,United-States,1.0
45.0,Private,107836.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,134966.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United,1.0
44.0,Private,179735.0,Prof-school,15.0,Divorced,Prof-specialty,Not-,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,213726.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,173326.0,Bachelors,13.0,Married-civ,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,154837.0,Masters,14.0,Married-civ-,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
46.0,Private,212847.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Private,162583.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,159844.0,Assoc-acdm,12.0,Married-,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
30.0,Local-gov,82348.0,HS-grad,9.0,Married-,Protective-serv,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,80411.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
52.0,Private,38312.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,155659.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,1.0
50.0,Private,282023.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
57.0,Private,186809.0,Bachelors,13.0,Married-civ,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
44.0,Private,111567.0,Some-college,10.0,Married-civ,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
69.0,Private,231848.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
46.0,Private,372362.0,HS-grad,9.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States,1.0
43.0,Private,296562.0,Masters,14.0,Married-civ,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
44.0,Private,116713.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,99999.0,0.0,40.0,United-States,1.0
38.0,Private,296854.0,Assoc-acdm,12.0,Married-,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
56.0,Private,364066.0,HS-grad,9.0,Married-c,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,158854.0,Masters,14.0,Divor,Prof-specialty,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,206909.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,17.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
46.0,Private,286077.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1887.0,45.0,United-States,1.0
41.0,Private,152778.0,HS-grad,9.0,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,70.0,United-States,1.0
46.0,Local-gov,166440.0,Masters,14.0,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,1.0
44.0,Private,372815.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United,1.0
38.0,Private,214066.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
59.0,Private,347972.0,Masters,14.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
30.0,Self-emp-not-inc,202380.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Self-emp,115954.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
66.0,Private,371842.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
32.0,Private,181350.0,HS-grad,9.0,Div,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,160716.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,1825.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Local-gov,160150.0,Bachelors,13.0,Never-married,Protective-serv,Not-in-family,White,Male,14344.0,0.0,30.0,United-States,1.0
42.0,Local-gov,134967.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024.0,0.0,40.0,United-States,1.0
47.0,Self-emp-not-inc,81858.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
51.0,Private,126611.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
40.0,Private,287044.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
32.0,Private,121124.0,Some-college,10.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
33.0,Private,154547.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
41.0,Private,186864.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,182432.0,Bachelors,13.0,Married-civ-,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
64.0,Federal-gov,118415.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
49.0,Private,81556.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
39.0,Self-emp-inc,160781.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
42.0,Self-emp-not-inc,175080.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
37.0,Private,111561.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,38.0,United-States,1.0
51.0,Private,282615.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
57.0,Private,180786.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
50.0,Local-gov,226904.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
58.0,Private,173437.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,162554.0,Bachelors,13.0,Married-civ-sp,Sales,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
55.0,Private,272443.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
54.0,Private,246573.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,383730.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Private,204436.0,Some-college,10.0,Married-civ,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
34.0,Private,111128.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Self-emp-not-inc,161079.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,146663.0,Bachelors,13.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,174574.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
36.0,Private,133625.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
50.0,Private,6.0,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
46.0,Private,352397.0,Some-college,10.0,Married-c,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
35.0,Private,26.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,153931.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
40.0,Private,254213.0,HS-grad,9.0,Married-,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
49.0,Private,159729.0,Some-,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
38.0,Private,177140.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,55.0,United-States,1.0
50.0,Private,121212.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Private,178814.0,Bachelors,13.0,Married-,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,29.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,Germany,1.0
46.0,Private,291482.0,Some-college,10.0,Married-c,Adm-clerical,Husband,White,Male,7298.0,0.0,40.0,England,1.0
41.0,Private,256950.0,Ass,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,141519.0,HS-grad,9.0,Married-civ-spouse,Sales,Hus,White,Male,0.0,0.0,40.0,United-States,1.0
34.0,Private,171528.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
43.0,Private,226140.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United,1.0
48.0,Private,136958.0,Masters,14.0,Married-civ,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
43.0,Private,406943.0,Bachelors,13.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
41.0,Self-emp-inc,109942.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
39.0,Local-gov,94081.0,Bachelors,13.0,Never,Prof-specialty,Unmarried,White,Female,0.0,0.0,50.0,United-States,1.0
44.0,Private,232053.0,Bachelors,13.0,Married-c,Craft-repair,Husband,White,Male,7688.0,0.0,40.0,United-States,1.0
26.0,Private,159537.0,Bachelors,13.0,Married-,Adm-clerical,Wife,White,Male,0.0,0.0,45.0,United-States,1.0
38.0,Private,172655.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Private,120410.0,HS,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,45.0,United-States,1.0
52.0,Private,175759.0,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United,1.0
26.0,Private,175339.0,Some-college,10.0,Married-civ-,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
44.0,Private,203686.0,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,1977.0,40.0,United-States,1.0
47.0,Private,169817.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,16.0,United-States,1.0
41.0,Private,36.0,Some-college,10.0,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,50.0,United-States,1.0
42.0,Self-emp-not-inc,373414.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,145719.0,Masters,14.0,Married-civ-spouse,Prof-,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
44.0,Private,181226.0,Bachelors,13.0,Married-civ-spouse,Prof,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
41.0,Private,186905.0,Bachelors,13.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,1.0
32.0,Private,255928.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
45.0,Self,101499.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
49.0,Private,172850.0,Some-college,10.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Federal-gov,263622.0,Masters,14.0,Married-,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
36.0,Private,79845.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
37.0,Private,134737.0,Bachelors,13.0,Married,Exec-managerial,Husband,White,Male,15024.0,0.0,40.0,United-States,1.0
37.0,Private,1654.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
47.0,Local-gov,182962.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,45.0,United-States,1.0
57.0,Private,18.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,2415.0,0.0,50.0,United-States,1.0
39.0,Self-emp-inc,55712.0,Prof-school,15.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
48.0,Private,169723.0,Masters,14.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
46.0,Local-gov,166893.0,Bachelors,13.0,Married,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
39.0,Private,119033.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
38.0,Private,133858.0,Bachel,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
26.0,Private,266626.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,60.0,United-States,1.0
44.0,Private,54872.0,Bachelors,13.0,Married-c,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
62.0,Private,152771.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
42.0,Private,169837.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,50.0,United-,1.0
32.0,Private,204478.0,Assoc-voc,11.0,Married-civ-spouse,Sales,Husband,Black,Male,0.0,0.0,50.0,United-States,1.0
36.0,Private,334580.0,Some-college,9.0,Married-civ,Protective-serv,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
30.0,Local-gov,152076.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,272389.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
56.0,Private,160787.0,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,45.0,United-States,1.0
41.0,Private,203362.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Private,56898.0,Bachelors,13.0,Married-civ-spouse,Sales,Hus,White,Male,0.0,0.0,40.0,United-States,1.0
55.0,Private,126877.0,Doctorate,16.0,Married-civ-,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
51.0,Private,28.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,40.0,United-States,1.0
39.0,Private,127943.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
30.0,Private,65311.0,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,50.0,United-States,1.0
37.0,Private,2.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,169651.0,HS-grad,9.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
38.0,Self-emp-inc,51827.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
33.0,Private,149911.0,Bachelors,13.0,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,60.0,United-States,1.0
46.0,Private,115963.0,Doctorate,16.0,Married-civ,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States,1.0
47.0,Private,237315.0,Doctorate,16.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,60.0,United-States,1.0
37.0,Private,95499.0,HS-grad,9.0,Married-civ,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
41.0,Private,284466.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
29.0,Private,140572.0,Masters,14.0,Separated,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40.0,United-States,1.0
63.0,Private,152906.0,Some-college,10.0,Married-civ,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States,1.0
44.0,Self-emp-inc,354072.0,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,60.0,United-States,1.0
53.0,Self-emp-inc,161216.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,1.0
